symbol,timestamp,close
NVDA,2025-03-21,117.7000
NVDA,2025-02-28,124.9200
NVDA,2025-01-31,120.0700
NVDA,2024-12-31,134.2900
NVDA,2024-11-29,138.2500
NVDA,2024-10-31,132.7600
NVDA,2024-09-30,121.4400
NVDA,2024-08-30,119.3700
NVDA,2024-07-31,117.0200
NVDA,2024-06-28,123.5400
NVDA,2024-05-31,1096.3300
NVDA,2024-04-30,864.0200
NVDA,2024-03-28,903.5600
NVDA,2024-02-29,791.1200
NVDA,2024-01-31,615.2700
NVDA,2023-12-29,495.2200
NVDA,2023-11-30,467.7000
NVDA,2023-10-31,407.8000
NVDA,2023-09-29,434.9900
NVDA,2023-08-31,493.5500
NVDA,2023-07-31,467.2900
NVDA,2023-06-30,423.0200
NVDA,2023-05-31,378.3400
NVDA,2023-04-28,277.4900
NVDA,2023-03-31,277.7700
NVDA,2023-02-28,232.1600
NVDA,2023-01-31,195.3700
NVDA,2022-12-30,146.1400
NVDA,2022-11-30,169.2300
NVDA,2022-10-31,134.9700
NVDA,2022-09-30,121.3900
NVDA,2022-08-31,150.9400
NVDA,2022-07-29,181.6300
NVDA,2022-06-30,151.5900
NVDA,2022-05-31,186.7200
NVDA,2022-04-29,185.4700
NVDA,2022-03-31,272.8600
NVDA,2022-02-28,243.8500
NVDA,2022-01-31,244.8600
NVDA,2021-12-31,294.1100
NVDA,2021-11-30,326.7600
NVDA,2021-10-29,255.6700
NVDA,2021-09-30,207.1600
NVDA,2021-08-31,223.8500
NVDA,2021-07-30,194.9900
NVDA,2021-06-30,800.1000
NVDA,2021-05-28,649.7800
NVDA,2021-04-30,600.3800
NVDA,2021-03-31,533.9300
NVDA,2021-02-26,548.5800
NVDA,2021-01-29,519.5900
NVDA,2020-12-31,522.2000
NVDA,2020-11-30,536.0600
NVDA,2020-10-30,501.3600
NVDA,2020-09-30,541.2200
NVDA,2020-08-31,534.9800
NVDA,2020-07-31,424.5900
NVDA,2020-06-30,379.9100
NVDA,2020-05-29,355.0200
NVDA,2020-04-30,292.2800
NVDA,2020-03-31,263.6000
NVDA,2020-02-28,270.0700
NVDA,2020-01-31,236.4300
NVDA,2019-12-31,235.3000
NVDA,2019-11-29,216.7400
NVDA,2019-10-31,201.0200
NVDA,2019-09-30,174.0700
NVDA,2019-08-30,167.5100
NVDA,2019-07-31,168.7200
NVDA,2019-06-28,164.2300
NVDA,2019-05-31,135.4600
NVDA,2019-04-30,181.0000
NVDA,2019-03-29,179.5600
NVDA,2019-02-28,154.2600
NVDA,2019-01-31,143.7500
NVDA,2018-12-31,133.5000
NVDA,2018-11-30,163.4300
NVDA,2018-10-31,210.8300
NVDA,2018-09-28,281.0200
NVDA,2018-08-31,280.6800
NVDA,2018-07-31,244.8600
NVDA,2018-06-29,236.9000
NVDA,2018-05-31,252.1900
NVDA,2018-04-30,224.9000
NVDA,2018-03-29,231.5900
NVDA,2018-02-28,242.0000
NVDA,2018-01-31,245.8000
NVDA,2017-12-29,193.5000
NVDA,2017-11-30,200.7100
NVDA,2017-10-31,206.8100
NVDA,2017-09-29,178.7700
NVDA,2017-08-31,169.4400
NVDA,2017-07-31,162.5100
NVDA,2017-06-30,144.5600
NVDA,2017-05-31,144.3500
NVDA,2017-04-28,104.3000
NVDA,2017-03-31,108.9300
NVDA,2017-02-28,101.4800
NVDA,2017-01-31,109.1800
NVDA,2016-12-30,106.7400
NVDA,2016-11-30,92.2000
NVDA,2016-10-31,71.1600
NVDA,2016-09-30,68.5200
NVDA,2016-08-31,61.3400
NVDA,2016-07-29,57.1000
NVDA,2016-06-30,47.0100
NVDA,2016-05-31,46.7200
NVDA,2016-04-29,35.5300
NVDA,2016-03-31,35.6300
NVDA,2016-02-29,31.3600
NVDA,2016-01-29,29.2900
NVDA,2015-12-31,32.9600
NVDA,2015-11-30,31.7200
NVDA,2015-10-30,28.3700
NVDA,2015-09-30,24.6400
NVDA,2015-08-31,22.4800
NVDA,2015-07-31,19.9500
NVDA,2015-06-30,20.1100
NVDA,2015-05-29,22.1300
NVDA,2015-04-30,22.1950
NVDA,2015-03-31,20.9250
NVDA,2015-02-27,22.0600
NVDA,2015-01-30,19.2050
NVDA,2014-12-31,20.0500
NVDA,2014-11-28,20.9700
NVDA,2014-10-31,19.5400
NVDA,2014-09-30,18.4500
NVDA,2014-08-29,19.4500
NVDA,2014-07-31,17.5000
NVDA,2014-06-30,18.5400
NVDA,2014-05-30,19.0000
NVDA,2014-04-30,18.4700
NVDA,2014-03-31,17.9100
NVDA,2014-02-28,18.3800
NVDA,2014-01-31,15.7000
NVDA,2013-12-31,16.0200
NVDA,2013-11-29,15.6000
NVDA,2013-10-31,15.1890
NVDA,2013-09-30,15.5600
NVDA,2013-08-30,14.7500
NVDA,2013-07-31,14.4350
NVDA,2013-06-28,14.0400
NVDA,2013-05-31,14.4700
NVDA,2013-04-30,13.7700
NVDA,2013-03-28,12.8300
NVDA,2013-02-28,12.6600
NVDA,2013-01-31,12.2600
NVDA,2012-12-31,12.2600
NVDA,2012-11-30,11.9700
NVDA,2012-10-31,11.9750
NVDA,2012-09-28,13.3400
NVDA,2012-08-31,14.0300
NVDA,2012-07-31,13.5400
NVDA,2012-06-29,13.8200
NVDA,2012-05-31,12.4300
NVDA,2012-04-30,13.0000
NVDA,2012-03-30,15.3950
NVDA,2012-02-29,15.1500
NVDA,2012-01-31,14.7700
NVDA,2011-12-30,13.8600
NVDA,2011-11-30,15.6300
NVDA,2011-10-31,14.8000
NVDA,2011-09-30,12.5100
NVDA,2011-08-31,13.3100
NVDA,2011-07-29,13.8300
NVDA,2011-06-30,15.9350
NVDA,2011-05-31,20.0400
NVDA,2011-04-29,20.0000
NVDA,2011-03-31,18.4600
NVDA,2011-02-28,22.6600
NVDA,2011-01-31,23.9200
NVDA,2010-12-31,15.4000
NVDA,2010-11-30,13.6090
NVDA,2010-10-29,12.0205
NVDA,2010-09-30,11.6820
NVDA,2010-08-31,9.3250
NVDA,2010-07-30,9.1900
NVDA,2010-06-30,10.2100
NVDA,2010-05-28,13.1400
NVDA,2010-04-30,15.7100
NVDA,2010-03-31,17.4000
NVDA,2010-02-26,16.2000
NVDA,2010-01-29,15.3900
NVDA,2009-12-31,18.6800
NVDA,2009-11-30,13.0600
NVDA,2009-10-30,11.9600
NVDA,2009-09-30,15.0300
NVDA,2009-08-31,14.5200
NVDA,2009-07-31,12.9300
NVDA,2009-06-30,11.2900
NVDA,2009-05-29,10.4300
NVDA,2009-04-30,11.4800
NVDA,2009-03-31,9.8600
NVDA,2009-02-27,8.2800
NVDA,2009-01-30,7.9500
NVDA,2008-12-31,8.0700
NVDA,2008-11-28,7.4700
NVDA,2008-10-31,8.7600
NVDA,2008-09-30,10.7100
NVDA,2008-08-29,12.6400
NVDA,2008-07-31,11.4400
NVDA,2008-06-30,18.7200
NVDA,2008-05-30,24.7000
NVDA,2008-04-30,20.5500
NVDA,2008-03-31,19.7900
NVDA,2008-02-29,21.3900
NVDA,2008-01-31,24.5900
NVDA,2007-12-31,34.0200
NVDA,2007-11-30,31.5400
NVDA,2007-10-31,35.3800
NVDA,2007-09-28,36.2400
NVDA,2007-08-31,51.1600
NVDA,2007-07-31,45.7600
NVDA,2007-06-29,41.3100
NVDA,2007-05-31,34.6390
NVDA,2007-04-30,32.8900
NVDA,2007-03-30,28.7800
NVDA,2007-02-28,31.0000
NVDA,2007-01-31,30.6500
NVDA,2006-12-29,37.0100
NVDA,2006-11-30,36.9900
NVDA,2006-10-31,34.8700
NVDA,2006-09-29,29.5900
NVDA,2006-08-31,29.1100
NVDA,2006-07-31,22.1400
NVDA,2006-06-30,21.2900
NVDA,2006-05-31,22.9800
NVDA,2006-04-28,29.2200
NVDA,2006-03-31,57.2600
NVDA,2006-02-28,47.1300
NVDA,2006-01-31,44.9600
NVDA,2005-12-30,36.5600
NVDA,2005-11-30,36.1500
NVDA,2005-10-31,33.5500
NVDA,2005-09-30,34.2800
NVDA,2005-08-31,30.6800
NVDA,2005-07-29,27.0600
NVDA,2005-06-30,26.7200
NVDA,2005-05-31,27.1000
NVDA,2005-04-29,21.9300
NVDA,2005-03-31,23.7600
NVDA,2005-02-28,28.9900
NVDA,2005-01-31,22.9200
NVDA,2004-12-31,23.5600
NVDA,2004-11-30,19.1300
NVDA,2004-10-29,14.4700
NVDA,2004-09-30,14.5200
NVDA,2004-08-31,12.4600
NVDA,2004-07-30,15.4200
NVDA,2004-06-30,20.4700
NVDA,2004-05-28,23.4500
NVDA,2004-04-30,20.5200
NVDA,2004-03-31,26.4000
NVDA,2004-02-27,22.2500
NVDA,2004-01-30,22.2500
NVDA,2003-12-31,23.2000
NVDA,2003-11-28,21.2300
NVDA,2003-10-31,17.6400
NVDA,2003-09-30,15.9700
NVDA,2003-08-29,18.1700
NVDA,2003-07-31,19.0900
NVDA,2003-06-30,22.9100
NVDA,2003-05-30,26.1700
NVDA,2003-04-30,14.2700
NVDA,2003-03-31,12.8800
NVDA,2003-02-28,12.6200
NVDA,2003-01-31,10.3200
NVDA,2002-12-31,11.5100
NVDA,2002-11-29,17.1300
NVDA,2002-10-31,11.9000
NVDA,2002-09-30,8.5600
NVDA,2002-08-30,10.1100
NVDA,2002-07-31,11.0700
NVDA,2002-06-28,17.1800
NVDA,2002-05-31,33.4600
NVDA,2002-04-30,34.8100
NVDA,2002-03-28,44.3600
NVDA,2002-02-28,51.0100
NVDA,2002-01-31,65.7400
NVDA,2001-12-31,66.9000
NVDA,2001-11-30,54.6400
NVDA,2001-10-31,42.8600
NVDA,2001-09-28,27.4700
NVDA,2001-08-31,84.7100
NVDA,2001-07-31,80.9000
NVDA,2001-06-29,92.7500
NVDA,2001-05-31,85.6100
NVDA,2001-04-30,83.3000
NVDA,2001-03-30,64.9200
NVDA,2001-02-28,44.6900
NVDA,2001-01-31,51.6300
NVDA,2000-12-29,32.7700
NVDA,2000-11-30,40.5000
NVDA,2000-10-31,62.1400
NVDA,2000-09-29,81.8800
NVDA,2000-08-31,79.3800
NVDA,2000-07-31,60.0000
NVDA,2000-06-30,63.5600
NVDA,2000-05-31,112.8000
NVDA,2000-04-28,89.1300
NVDA,2000-03-31,84.4800
NVDA,2000-02-29,64.0000
NVDA,2000-01-31,37.0600
NVDA,1999-12-31,46.9400
TSLA,2025-03-21,248.7100
